wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: fredella-pang (fredella-pang-university-of-calgary-in-alberta) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: WARNING Ignoring project 'continual_CIFAR10_RESNET18' when running a sweep.
wandb: setting up run bwnptjto
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /scratch/freddyp/wandb_agents/wandb/run-20260710_203540-bwnptjto
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run RESNET18_CIFAR10_dst_sparsity_0.99_pruning_ratio_0.3_delta_t_1
wandb: ⭐️ View project at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning
wandb: 🧹 View sweep at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/sweeps/fwmccalv
wandb: 🚀 View run at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/runs/bwnptjto
------------------------------
optimizer: adam
lr: 0.001
clip_grad_norm: 0.5
task: CIFAR10
model: RESNET18
benchmark: continual
warm_start_subset_ratio: 10
log_every: 1
seed: 8
batch_size: 256
disable_wandb: False
wandb_project: 
sparsifier: set
sparsity: 0.99
num_mask_updates: 100000
t_end_ratio: 0.8
pruning_ratio: 0.3
t_accel_ratio: 0.2
initial_sparsity: 0.0
------------------------------
Using device: cuda
[Sparsifier] set | sparsity=0.99 | total_steps=108000 | t_end=86400 

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 0 | Epoch 49:  49%|████▉     | 49/100 [02:56<03:03,  3.59s/it, acc=0.851, lr=0.001, test_acc=0.317]
Iter 0 | Epoch 49:  49%|████▉     | 49/100 [03:00<03:03,  3.59s/it, acc=0.862, lr=0.001, test_acc=0.186]
Iter 0 | Epoch 49:  50%|█████     | 50/100 [03:00<02:59,  3.59s/it, acc=0.862, lr=0.001, test_acc=0.186]
Iter 0 | Epoch 50:  50%|█████     | 50/100 [03:00<02:59,  3.59s/it, acc=0.862, lr=0.001, test_acc=0.186]
Iter 0 | Epoch 50:  50%|█████     | 50/100 [03:03<02:59,  3.59s/it, acc=0.862, lr=0.001, test_acc=0.127]
Iter 0 | Epoch 50:  51%|█████     | 51/100 [03:03<02:56,  3.60s/it, acc=0.862, lr=0.001, test_acc=0.127]
Iter 0 | Epoch 51:  51%|█████     | 51/100 [03:03<02:56,  3.60s/it, acc=0.862, lr=0.001, test_acc=0.127]
Iter 0 | Epoch 51:  51%|█████     | 51/100 [03:07<02:56,  3.60s/it, acc=0.861, lr=0.001, test_acc=0.283]
Iter 0 | Epoch 51:  52%|█████▏    | 52/100 [03:07<02:52,  3.59s/it, acc=0.861, lr=0.001, test_acc=0.283]
Iter 0 | Epoch 52:  52%|█████▏    | 52/100 [03:07<02:52,  3.59s/it, acc=0.861, lr=0.001, test_acc=0.283]
Iter 0 | Epoch 52:  52%|█████▏    | 52/100 [03:11<02:52,  3.59s/it, acc=0.873, lr=0.001, test_acc=0.122]
Iter 0 | Epoch 52:  53%|█████▎    | 53/100 [03:11<02:48,  3.59s/it, acc=0.873, lr=0.001, test_acc=0.122]
Iter 0 | Epoch 53:  53%|█████▎    | 53/100 [03:11<02:48,  3.59s/it, acc=0.873, lr=0.001, test_acc=0.122]
Iter 0 | Epoch 53:  53%|█████▎    | 53/100 [03:14<02:48,  3.59s/it, acc=0.879, lr=0.001, test_acc=0.293]
Iter 0 | Epoch 53:  54%|█████▍    | 54/100 [03:14<02:45,  3.59s/it, acc=0.879, lr=0.001, test_acc=0.293]
Iter 0 | Epoch 54:  54%|█████▍    | 54/100 [03:14<02:45,  3.59s/it, acc=0.879, lr=0.001, test_acc=0.293]
Iter 0 | Epoch 54:  54%|█████▍    | 54/100 [03:18<02:45,  3.59s/it, acc=0.88, lr=0.001, test_acc=0.231] 
Iter 0 | Epoch 54:  55%|█████▌    | 55/100 [03:18<02:41,  3.59s/it, acc=0.88, lr=0.001, test_acc=0.231]
Iter 0 | Epoch 55:  55%|█████▌    | 55/100 [03:18<02:41,  3.59s/it, acc=0.88, lr=0.001, test_acc=0.231]
Iter 0 | Epoch 55:  55%|█████▌    | 55/100 [03:21<02:41,  3.59s/it, acc=0.895, lr=0.001, test_acc=0.215]
Iter 0 | Epoch 55:  56%|█████▌    | 56/100 [03:21<02:38,  3.59s/it, acc=0.895, lr=0.001, test_acc=0.215]
Iter 0 | Epoch 56:  56%|█████▌    | 56/100 [03:21<02:38,  3.59s/it, acc=0.895, lr=0.001, test_acc=0.215]
Iter 0 | Epoch 56:  56%|█████▌    | 56/100 [03:25<02:38,  3.59s/it, acc=0.912, lr=0.001, test_acc=0.266]
Iter 0 | Epoch 56:  57%|█████▋    | 57/100 [03:25<02:34,  3.59s/it, acc=0.912, lr=0.001, test_acc=0.266]
Iter 0 | Epoch 57:  57%|█████▋    | 57/100 [03:25<02:34,  3.59s/it, acc=0.912, lr=0.001, test_acc=0.266]
Iter 0 | Epoch 57:  57%|█████▋    | 57/100 [03:29<02:34,  3.59s/it, acc=0.898, lr=0.001, test_acc=0.32] 
Iter 0 | Epoch 57:  58%|█████▊    | 58/100 [03:29<02:30,  3.59s/it, acc=0.898, lr=0.001, test_acc=0.32]
Iter 0 | Epoch 58:  58%|█████▊    | 58/100 [03:29<02:30,  3.59s/it, acc=0.898, lr=0.001, test_acc=0.32]
Iter 0 | Epoch 58:  58%|█████▊    | 58/100 [03:32<02:30,  3.59s/it, acc=0.907, lr=0.001, test_acc=0.353]
Iter 0 | Epoch 58:  59%|█████▉    | 59/100 [03:32<02:27,  3.59s/it, acc=0.907, lr=0.001, test_acc=0.353]
Iter 0 | Epoch 59:  59%|█████▉    | 59/100 [03:32<02:27,  3.59s/it, acc=0.907, lr=0.001, test_acc=0.353]
Iter 0 | Epoch 59:  59%|█████▉    | 59/100 [03:36<02:27,  3.59s/it, acc=0.912, lr=0.001, test_acc=0.287]
Iter 0 | Epoch 59:  60%|██████    | 60/100 [03:36<02:23,  3.59s/it, acc=0.912, lr=0.001, test_acc=0.287]
Iter 0 | Epoch 60:  60%|██████    | 60/100 [03:36<02:23,  3.59s/it, acc=0.912, lr=0.001, test_acc=0.287]
Iter 0 | Epoch 60:  60%|██████    | 60/100 [03:39<02:23,  3.59s/it, acc=0.922, lr=0.001, test_acc=0.329]
Iter 0 | Epoch 60:  61%|██████    | 61/100 [03:39<02:20,  3.60s/it, acc=0.922, lr=0.001, test_acc=0.329]
Iter 0 | Epoch 61:  61%|██████    | 61/100 [03:39<02:20,  3.60s/it, acc=0.922, lr=0.001, test_acc=0.329]
Iter 0 | Epoch 61:  61%|██████    | 61/100 [03:43<02:20,  3.60s/it, acc=0.927, lr=0.001, test_acc=0.182]
Iter 0 | Epoch 61:  62%|██████▏   | 62/100 [03:43<02:16,  3.60s/it, acc=0.927, lr=0.001, test_acc=0.182]
Iter 0 | Epoch 62:  62%|██████▏   | 62/100 [03:43<02:16,  3.60s/it, acc=0.927, lr=0.001, test_acc=0.182]
Iter 0 | Epoch 62:  62%|██████▏   | 62/100 [03:47<02:16,  3.60s/it, acc=0.928, lr=0.001, test_acc=0.163]
Iter 0 | Epoch 62:  63%|██████▎   | 63/100 [03:47<02:13,  3.60s/it, acc=0.928, lr=0.001, test_acc=0.163]
Iter 0 | Epoch 63:  63%|██████▎   | 63/100 [03:47<02:13,  3.60s/it, acc=0.928, lr=0.001, test_acc=0.163]
Iter 0 | Epoch 63:  63%|██████▎   | 63/100 [03:50<02:13,  3.60s/it, acc=0.929, lr=0.001, test_acc=0.257]
Iter 0 | Epoch 63:  64%|██████▍   | 64/100 [03:50<02:09,  3.60s/it, acc=0.929, lr=0.001, test_acc=0.257]
Iter 0 | Epoch 64:  64%|██████▍   | 64/100 [03:50<02:09,  3.60s/it, acc=0.929, lr=0.001, test_acc=0.257]
Iter 0 | Epoch 64:  64%|██████▍   | 64/100 [03:54<02:09,  3.60s/it, acc=0.931, lr=0.001, test_acc=0.281]
Iter 0 | Epoch 64:  65%|██████▌   | 65/100 [03:54<02:05,  3.60s/it, acc=0.931, lr=0.001, test_acc=0.281]
Iter 0 | Epoch 65:  65%|██████▌   | 65/100 [03:54<02:05,  3.60s/it, acc=0.931, lr=0.001, test_acc=0.281]
Iter 0 | Epoch 65:  65%|██████▌   | 65/100 [03:57<02:05,  3.60s/it, acc=0.944, lr=0.001, test_acc=0.325]
Iter 0 | Epoch 65:  66%|██████▌   | 66/100 [03:57<02:02,  3.59s/it, acc=0.944, lr=0.001, test_acc=0.325]
Iter 0 | Epoch 66:  66%|██████▌   | 66/100 [03:57<02:02,  3.59s/it, acc=0.944, lr=0.001, test_acc=0.325]
Iter 0 | Epoch 66:  66%|██████▌   | 66/100 [04:01<02:02,  3.59s/it, acc=0.948, lr=0.001, test_acc=0.176]
Iter 0 | Epoch 66:  67%|██████▋   | 67/100 [04:01<01:58,  3.59s/it, acc=0.948, lr=0.001, test_acc=0.176]
Iter 0 | Epoch 67:  67%|██████▋   | 67/100 [04:01<01:58,  3.59s/it, acc=0.948, lr=0.001, test_acc=0.176]
Iter 0 | Epoch 67:  67%|██████▋   | 67/100 [04:05<01:58,  3.59s/it, acc=0.947, lr=0.001, test_acc=0.313]
Iter 0 | Epoch 67:  68%|██████▊   | 68/100 [04:05<01:54,  3.59s/it, acc=0.947, lr=0.001, test_acc=0.313]
Iter 0 | Epoch 68:  68%|██████▊   | 68/100 [04:05<01:54,  3.59s/it, acc=0.947, lr=0.001, test_acc=0.313]
Iter 0 | Epoch 68:  68%|██████▊   | 68/100 [04:08<01:54,  3.59s/it, acc=0.95, lr=0.001, test_acc=0.269] 
Iter 0 | Epoch 68:  69%|██████▉   | 69/100 [04:08<01:51,  3.59s/it, acc=0.95, lr=0.001, test_acc=0.269]
Iter 0 | Epoch 69:  69%|██████▉   | 69/100 [04:08<01:51,  3.59s/it, acc=0.95, lr=0.001, test_acc=0.269]
Iter 0 | Epoch 69:  69%|██████▉   | 69/100 [04:12<01:51,  3.59s/it, acc=0.954, lr=0.001, test_acc=0.374]
Iter 0 | Epoch 69:  70%|███████   | 70/100 [04:12<01:47,  3.59s/it, acc=0.954, lr=0.001, test_acc=0.374]
Iter 0 | Epoch 70:  70%|███████   | 70/100 [04:12<01:47,  3.59s/it, acc=0.954, lr=0.001, test_acc=0.374]
Iter 0 | Epoch 70:  70%|███████   | 70/100 [04:15<01:47,  3.59s/it, acc=0.95, lr=0.001, test_acc=0.408] 
Iter 0 | Epoch 70:  71%|███████   | 71/100 [04:15<01:44,  3.59s/it, acc=0.95, lr=0.001, test_acc=0.408]
Iter 0 | Epoch 71:  71%|███████   | 71/100 [04:15<01:44,  3.59s/it, acc=0.95, lr=0.001, test_acc=0.408]
Iter 0 | Epoch 71:  71%|███████   | 71/100 [04:19<01:44,  3.59s/it, acc=0.956, lr=0.001, test_acc=0.319]
Iter 0 | Epoch 71:  72%|███████▏  | 72/100 [04:19<01:40,  3.59s/it, acc=0.956, lr=0.001, test_acc=0.319]
Iter 0 | Epoch 72:  72%|███████▏  | 72/100 [04:19<01:40,  3.59s/it, acc=0.956, lr=0.001, test_acc=0.319]
Iter 0 | Epoch 72:  72%|███████▏  | 72/100 [04:23<01:40,  3.59s/it, acc=0.959, lr=0.001, test_acc=0.286]
Iter 0 | Epoch 72:  73%|███████▎  | 73/100 [04:23<01:36,  3.59s/it, acc=0.959, lr=0.001, test_acc=0.286]
Iter 0 | Epoch 73:  73%|███████▎  | 73/100 [04:23<01:36,  3.59s/it, acc=0.959, lr=0.001, test_acc=0.286]
Iter 0 | Epoch 73:  73%|███████▎  | 73/100 [04:26<01:36,  3.59s/it, acc=0.96, lr=0.001, test_acc=0.297] 
Iter 0 | Epoch 73:  74%|███████▍  | 74/100 [04:26<01:33,  3.59s/it, acc=0.96, lr=0.001, test_acc=0.297]
Iter 0 | Epoch 74:  74%|███████▍  | 74/100 [04:26<01:33,  3.59s/it, acc=0.96, lr=0.001, test_acc=0.297]
Iter 0 | Epoch 74:  74%|███████▍  | 74/100 [04:30<01:33,  3.59s/it, acc=0.959, lr=0.001, test_acc=0.401]
Iter 0 | Epoch 74:  75%|███████▌  | 75/100 [04:30<01:29,  3.59s/it, acc=0.959, lr=0.001, test_acc=0.401]
Iter 0 | Epoch 75:  75%|███████▌  | 75/100 [04:30<01:29,  3.59s/it, acc=0.959, lr=0.001, test_acc=0.401]
Iter 0 | Epoch 75:  75%|███████▌  | 75/100 [04:33<01:29,  3.59s/it, acc=0.961, lr=0.001, test_acc=0.295]
Iter 0 | Epoch 75:  76%|███████▌  | 76/100 [04:33<01:26,  3.59s/it, acc=0.961, lr=0.001, test_acc=0.295]
Iter 0 | Epoch 76:  76%|███████▌  | 76/100 [04:33<01:26,  3.59s/it, acc=0.961, lr=0.001, test_acc=0.295]
Iter 0 | Epoch 76:  76%|███████▌  | 76/100 [04:37<01:26,  3.59s/it, acc=0.96, lr=0.001, test_acc=0.178] 
Iter 0 | Epoch 76:  77%|███████▋  | 77/100 [04:37<01:22,  3.59s/it, acc=0.96, lr=0.001, test_acc=0.178]
Iter 0 | Epoch 77:  77%|███████▋  | 77/100 [04:37<01:22,  3.59s/it, acc=0.96, lr=0.001, test_acc=0.178]
Iter 0 | Epoch 77:  77%|███████▋  | 77/100 [04:40<01:22,  3.59s/it, acc=0.966, lr=0.001, test_acc=0.23]
Iter 0 | Epoch 77:  78%|███████▊  | 78/100 [04:40<01:18,  3.59s/it, acc=0.966, lr=0.001, test_acc=0.23]
Iter 0 | Epoch 78:  78%|███████▊  | 78/100 [04:40<01:18,  3.59s/it, acc=0.966, lr=0.001, test_acc=0.23]
Iter 0 | Epoch 78:  78%|███████▊  | 78/100 [04:44<01:18,  3.59s/it, acc=0.966, lr=0.001, test_acc=0.395]
Iter 0 | Epoch 78:  79%|███████▉  | 79/100 [04:44<01:15,  3.59s/it, acc=0.966, lr=0.001, test_acc=0.395]
Iter 0 | Epoch 79:  79%|███████▉  | 79/100 [04:44<01:15,  3.59s/it, acc=0.966, lr=0.001, test_acc=0.395]
Iter 0 | Epoch 79:  79%|███████▉  | 79/100 [04:48<01:15,  3.59s/it, acc=0.966, lr=0.001, test_acc=0.374]
Iter 0 | Epoch 79:  80%|████████  | 80/100 [04:48<01:11,  3.59s/it, acc=0.966, lr=0.001, test_acc=0.374]
Iter 0 | Epoch 80:  80%|████████  | 80/100 [04:48<01:11,  3.59s/it, acc=0.966, lr=0.001, test_acc=0.374]
Iter 0 | Epoch 80:  80%|████████  | 80/100 [04:51<01:11,  3.59s/it, acc=0.97, lr=0.001, test_acc=0.246] 
Iter 0 | Epoch 80:  81%|████████  | 81/100 [04:51<01:08,  3.59s/it, acc=0.97, lr=0.001, test_acc=0.246]
Iter 0 | Epoch 81:  81%|████████  | 81/100 [04:51<01:08,  3.59s/it, acc=0.97, lr=0.001, test_acc=0.246]
Iter 0 | Epoch 81:  81%|████████  | 81/100 [04:55<01:08,  3.59s/it, acc=0.967, lr=0.001, test_acc=0.305]
Iter 0 | Epoch 81:  82%|████████▏ | 82/100 [04:55<01:04,  3.60s/it, acc=0.967, lr=0.001, test_acc=0.305]
Iter 0 | Epoch 82:  82%|████████▏ | 82/100 [04:55<01:04,  3.60s/it, acc=0.967, lr=0.001, test_acc=0.305]
Iter 0 | Epoch 82:  82%|████████▏ | 82/100 [04:58<01:04,  3.60s/it, acc=0.97, lr=0.001, test_acc=0.373] 
Iter 0 | Epoch 82:  83%|████████▎ | 83/100 [04:58<01:01,  3.60s/it, acc=0.97, lr=0.001, test_acc=0.373]
Iter 0 | Epoch 83:  83%|████████▎ | 83/100 [04:58<01:01,  3.60s/it, acc=0.97, lr=0.001, test_acc=0.373]
Iter 0 | Epoch 83:  83%|████████▎ | 83/100 [05:02<01:01,  3.60s/it, acc=0.97, lr=0.001, test_acc=0.148]
Iter 0 | Epoch 83:  84%|████████▍ | 84/100 [05:02<00:57,  3.60s/it, acc=0.97, lr=0.001, test_acc=0.148]
Iter 0 | Epoch 84:  84%|████████▍ | 84/100 [05:02<00:57,  3.60s/it, acc=0.97, lr=0.001, test_acc=0.148]
Iter 0 | Epoch 84:  84%|████████▍ | 84/100 [05:06<00:57,  3.60s/it, acc=0.973, lr=0.001, test_acc=0.206]
Iter 0 | Epoch 84:  85%|████████▌ | 85/100 [05:06<00:53,  3.59s/it, acc=0.973, lr=0.001, test_acc=0.206]
Iter 0 | Epoch 85:  85%|████████▌ | 85/100 [05:06<00:53,  3.59s/it, acc=0.973, lr=0.001, test_acc=0.206]
Iter 0 | Epoch 85:  85%|████████▌ | 85/100 [05:09<00:53,  3.59s/it, acc=0.974, lr=0.001, test_acc=0.336]
Iter 0 | Epoch 85:  86%|████████▌ | 86/100 [05:09<00:50,  3.59s/it, acc=0.974, lr=0.001, test_acc=0.336]
Iter 0 | Epoch 86:  86%|████████▌ | 86/100 [05:09<00:50,  3.59s/it, acc=0.974, lr=0.001, test_acc=0.336]
Iter 0 | Epoch 86:  86%|████████▌ | 86/100 [05:13<00:50,  3.59s/it, acc=0.975, lr=0.001, test_acc=0.214]
Iter 0 | Epoch 86:  87%|████████▋ | 87/100 [05:13<00:46,  3.59s/it, acc=0.975, lr=0.001, test_acc=0.214]
Iter 0 | Epoch 87:  87%|████████▋ | 87/100 [05:13<00:46,  3.59s/it, acc=0.975, lr=0.001, test_acc=0.214]
Iter 0 | Epoch 87:  87%|████████▋ | 87/100 [05:16<00:46,  3.59s/it, acc=0.974, lr=0.001, test_acc=0.378]
Iter 0 | Epoch 87:  88%|████████▊ | 88/100 [05:16<00:43,  3.59s/it, acc=0.974, lr=0.001, test_acc=0.378]
Iter 0 | Epoch 88:  88%|████████▊ | 88/100 [05:16<00:43,  3.59s/it, acc=0.974, lr=0.001, test_acc=0.378]
Iter 0 | Epoch 88:  88%|████████▊ | 88/100 [05:20<00:43,  3.59s/it, acc=0.974, lr=0.001, test_acc=0.364]
Iter 0 | Epoch 88:  89%|████████▉ | 89/100 [05:20<00:39,  3.60s/it, acc=0.974, lr=0.001, test_acc=0.364]
Iter 0 | Epoch 89:  89%|████████▉ | 89/100 [05:20<00:39,  3.60s/it, acc=0.974, lr=0.001, test_acc=0.364]
Iter 0 | Epoch 89:  89%|████████▉ | 89/100 [05:24<00:39,  3.60s/it, acc=0.974, lr=0.001, test_acc=0.19] 
Iter 0 | Epoch 89:  90%|█████████ | 90/100 [05:24<00:35,  3.59s/it, acc=0.974, lr=0.001, test_acc=0.19]
Iter 0 | Epoch 90:  90%|█████████ | 90/100 [05:24<00:35,  3.59s/it, acc=0.974, lr=0.001, test_acc=0.19]
Iter 0 | Epoch 90:  90%|█████████ | 90/100 [05:27<00:35,  3.59s/it, acc=0.979, lr=0.001, test_acc=0.325]
Iter 0 | Epoch 90:  91%|█████████ | 91/100 [05:27<00:32,  3.59s/it, acc=0.979, lr=0.001, test_acc=0.325]
Iter 0 | Epoch 91:  91%|█████████ | 91/100 [05:27<00:32,  3.59s/it, acc=0.979, lr=0.001, test_acc=0.325]
Iter 0 | Epoch 91:  91%|█████████ | 91/100 [05:31<00:32,  3.59s/it, acc=0.975, lr=0.001, test_acc=0.199]
Iter 0 | Epoch 91:  92%|█████████▏| 92/100 [05:31<00:28,  3.60s/it, acc=0.975, lr=0.001, test_acc=0.199]
Iter 0 | Epoch 92:  92%|█████████▏| 92/100 [05:31<00:28,  3.60s/it, acc=0.975, lr=0.001, test_acc=0.199]
Iter 0 | Epoch 92:  92%|█████████▏| 92/100 [05:34<00:28,  3.60s/it, acc=0.979, lr=0.001, test_acc=0.271]
Iter 0 | Epoch 92:  93%|█████████▎| 93/100 [05:34<00:25,  3.60s/it, acc=0.979, lr=0.001, test_acc=0.271]
Iter 0 | Epoch 93:  93%|█████████▎| 93/100 [05:34<00:25,  3.60s/it, acc=0.979, lr=0.001, test_acc=0.271]
Iter 0 | Epoch 93:  93%|█████████▎| 93/100 [05:38<00:25,  3.60s/it, acc=0.973, lr=0.001, test_acc=0.393]
Iter 0 | Epoch 93:  94%|█████████▍| 94/100 [05:38<00:21,  3.60s/it, acc=0.973, lr=0.001, test_acc=0.393]
Iter 0 | Epoch 94:  94%|█████████▍| 94/100 [05:38<00:21,  3.60s/it, acc=0.973, lr=0.001, test_acc=0.393]
Iter 0 | Epoch 94:  94%|█████████▍| 94/100 [05:42<00:21,  3.60s/it, acc=0.981, lr=0.001, test_acc=0.327]
Iter 0 | Epoch 94:  95%|█████████▌| 95/100 [05:42<00:18,  3.60s/it, acc=0.981, lr=0.001, test_acc=0.327]
Iter 0 | Epoch 95:  95%|█████████▌| 95/100 [05:42<00:18,  3.60s/it, acc=0.981, lr=0.001, test_acc=0.327]
Iter 0 | Epoch 95:  95%|█████████▌| 95/100 [05:45<00:18,  3.60s/it, acc=0.973, lr=0.001, test_acc=0.247]
Iter 0 | Epoch 95:  96%|█████████▌| 96/100 [05:45<00:14,  3.60s/it, acc=0.973, lr=0.001, test_acc=0.247]
Iter 0 | Epoch 96:  96%|█████████▌| 96/100 [05:45<00:14,  3.60s/it, acc=0.973, lr=0.001, test_acc=0.247]
Iter 0 | Epoch 96:  96%|█████████▌| 96/100 [05:49<00:14,  3.60s/it, acc=0.98, lr=0.001, test_acc=0.278] 
Iter 0 | Epoch 96:  97%|█████████▋| 97/100 [05:49<00:10,  3.60s/it, acc=0.98, lr=0.001, test_acc=0.278]
Iter 0 | Epoch 97:  97%|█████████▋| 97/100 [05:49<00:10,  3.60s/it, acc=0.98, lr=0.001, test_acc=0.278]
Iter 0 | Epoch 97:  97%|█████████▋| 97/100 [05:52<00:10,  3.60s/it, acc=0.979, lr=0.001, test_acc=0.42]
Iter 0 | Epoch 97:  98%|█████████▊| 98/100 [05:52<00:07,  3.59s/it, acc=0.979, lr=0.001, test_acc=0.42]
Iter 0 | Epoch 98:  98%|█████████▊| 98/100 [05:52<00:07,  3.59s/it, acc=0.979, lr=0.001, test_acc=0.42]
Iter 0 | Epoch 98:  98%|█████████▊| 98/100 [05:56<00:07,  3.59s/it, acc=0.982, lr=0.001, test_acc=0.386]
Iter 0 | Epoch 98:  99%|█████████▉| 99/100 [05:56<00:03,  3.60s/it, acc=0.982, lr=0.001, test_acc=0.386]
Iter 0 | Epoch 99:  99%|█████████▉| 99/100 [05:56<00:03,  3.60s/it, acc=0.982, lr=0.001, test_acc=0.386]
Iter 0 | Epoch 99:  99%|█████████▉| 99/100 [06:00<00:03,  3.60s/it, acc=0.975, lr=0.001, test_acc=0.437]
Iter 0 | Epoch 99: 100%|██████████| 100/100 [06:00<00:00,  3.59s/it, acc=0.975, lr=0.001, test_acc=0.437]
Iter 0 | Epoch 99: 100%|██████████| 100/100 [06:00<00:00,  3.60s/it, acc=0.975, lr=0.001, test_acc=0.437]

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 1 | Epoch 0:   0%|          | 0/100 [00:00<?, ?it/s]
Iter 1 | Epoch 0:   0%|          | 0/100 [00:05<?, ?it/s, acc=0.733, lr=0.0001, test_acc=0.362]
Iter 1 | Epoch 0:   1%|          | 1/100 [00:05<09:41,  5.87s/it, acc=0.733, lr=0.0001, test_acc=0.362]
Iter 1 | Epoch 1:   1%|          | 1/100 [00:05<09:41,  5.87s/it, acc=0.733, lr=0.0001, test_acc=0.362]
Iter 1 | Epoch 1:   1%|          | 1/100 [00:11<09:41,  5.87s/it, acc=0.742, lr=0.0002, test_acc=0.345]
Iter 1 | Epoch 1:   2%|▏         | 2/100 [00:11<09:32,  5.84s/it, acc=0.742, lr=0.0002, test_acc=0.345]
Iter 1 | Epoch 2:   2%|▏         | 2/100 [00:11<09:32,  5.84s/it, acc=0.742, lr=0.0002, test_acc=0.345]
Iter 1 | Epoch 2:   2%|▏         | 2/100 [00:17<09:32,  5.84s/it, acc=0.746, lr=0.0003, test_acc=0.467]
Iter 1 | Epoch 2:   3%|▎         | 3/100 [00:17<09:25,  5.83s/it, acc=0.746, lr=0.0003, test_acc=0.467]
Iter 1 | Epoch 3:   3%|▎         | 3/100 [00:17<09:25,  5.83s/it, acc=0.746, lr=0.0003, test_acc=0.467]
Iter 1 | Epoch 3:   3%|▎         | 3/100 [00:23<09:25,  5.83s/it, acc=0.753, lr=0.0004, test_acc=0.431]
Iter 1 | Epoch 3:   4%|▍         | 4/100 [00:23<09:19,  5.83s/it, acc=0.753, lr=0.0004, test_acc=0.431]
Iter 1 | Epoch 4:   4%|▍         | 4/100 [00:23<09:19,  5.83s/it, acc=0.753, lr=0.0004, test_acc=0.431]
Iter 1 | Epoch 4:   4%|▍         | 4/100 [00:29<09:19,  5.83s/it, acc=0.77, lr=0.0005, test_acc=0.399] 
Iter 1 | Epoch 4:   5%|▌         | 5/100 [00:29<09:12,  5.82s/it, acc=0.77, lr=0.0005, test_acc=0.399]
Iter 1 | Epoch 5:   5%|▌         | 5/100 [00:29<09:12,  5.82s/it, acc=0.77, lr=0.0005, test_acc=0.399]
Iter 1 | Epoch 5:   5%|▌         | 5/100 [00:34<09:12,  5.82s/it, acc=0.788, lr=0.0006, test_acc=0.337]
Iter 1 | Epoch 5:   6%|▌         | 6/100 [00:34<09:06,  5.82s/it, acc=0.788, lr=0.0006, test_acc=0.337]
Iter 1 | Epoch 6:   6%|▌         | 6/100 [00:34<09:06,  5.82s/it, acc=0.788, lr=0.0006, test_acc=0.337]
Iter 1 | Epoch 6:   6%|▌         | 6/100 [00:40<09:06,  5.82s/it, acc=0.801, lr=0.0007, test_acc=0.382]
Iter 1 | Epoch 6:   7%|▋         | 7/100 [00:40<09:01,  5.82s/it, acc=0.801, lr=0.0007, test_acc=0.382]
Iter 1 | Epoch 7:   7%|▋         | 7/100 [00:40<09:01,  5.82s/it, acc=0.801, lr=0.0007, test_acc=0.382]
Iter 1 | Epoch 7:   7%|▋         | 7/100 [00:46<09:01,  5.82s/it, acc=0.822, lr=0.0008, test_acc=0.464]
Iter 1 | Epoch 7:   8%|▊         | 8/100 [00:46<08:55,  5.82s/it, acc=0.822, lr=0.0008, test_acc=0.464]
Iter 1 | Epoch 8:   8%|▊         | 8/100 [00:46<08:55,  5.82s/it, acc=0.822, lr=0.0008, test_acc=0.464]
Iter 1 | Epoch 8:   8%|▊         | 8/100 [00:52<08:55,  5.82s/it, acc=0.83, lr=0.0009, test_acc=0.442] 
Iter 1 | Epoch 8:   9%|▉         | 9/100 [00:52<08:49,  5.82s/it, acc=0.83, lr=0.0009, test_acc=0.442]
Iter 1 | Epoch 9:   9%|▉         | 9/100 [00:52<08:49,  5.82s/it, acc=0.83, lr=0.0009, test_acc=0.442]
Iter 1 | Epoch 9:   9%|▉         | 9/100 [00:58<08:49,  5.82s/it, acc=0.849, lr=0.001, test_acc=0.121]
Iter 1 | Epoch 9:  10%|█         | 10/100 [00:58<08:43,  5.81s/it, acc=0.849, lr=0.001, test_acc=0.121]
Iter 1 | Epoch 10:  10%|█         | 10/100 [00:58<08:43,  5.81s/it, acc=0.849, lr=0.001, test_acc=0.121]
Iter 1 | Epoch 10:  10%|█         | 10/100 [01:04<08:43,  5.81s/it, acc=0.865, lr=0.001, test_acc=0.364]
Iter 1 | Epoch 10:  11%|█         | 11/100 [01:04<08:37,  5.82s/it, acc=0.865, lr=0.001, test_acc=0.364]
Iter 1 | Epoch 11:  11%|█         | 11/100 [01:04<08:37,  5.82s/it, acc=0.865, lr=0.001, test_acc=0.364]
Iter 1 | Epoch 11:  11%|█         | 11/100 [01:09<08:37,  5.82s/it, acc=0.875, lr=0.001, test_acc=0.206]
Iter 1 | Epoch 11:  12%|█▏        | 12/100 [01:09<08:31,  5.82s/it, acc=0.875, lr=0.001, test_acc=0.206]
