wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: fredella-pang (fredella-pang-university-of-calgary-in-alberta) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: WARNING Ignoring project 'continual_CIFAR10_RESNET18' when running a sweep.
wandb: setting up run 89sk39hu
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /scratch/freddyp/wandb_agents/wandb/run-20260708_030509-89sk39hu
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run RESNET18_CIFAR10_dst_sparsity_0.9_pruning_ratio_0.9_delta_t_8
wandb: ⭐️ View project at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning
wandb: 🧹 View sweep at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/sweeps/fwmccalv
wandb: 🚀 View run at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/runs/89sk39hu
------------------------------
optimizer: adam
lr: 0.001
clip_grad_norm: 0.5
task: CIFAR10
model: RESNET18
benchmark: continual
warm_start_subset_ratio: 10
log_every: 1
seed: 8
batch_size: 256
disable_wandb: False
wandb_project: 
sparsifier: rigl
sparsity: 0.9
num_mask_updates: 10000
t_end_ratio: 0.8
pruning_ratio: 0.9
t_accel_ratio: 0.2
initial_sparsity: 0.0
------------------------------
Using device: cuda
[Sparsifier] rigl | sparsity=0.9 | total_steps=108000 | t_end=86400 

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 0 | Epoch 38:  39%|███▉      | 39/100 [01:36<02:29,  2.45s/it, acc=0.9, lr=0.001, test_acc=0.384]
Iter 0 | Epoch 39:  39%|███▉      | 39/100 [01:36<02:29,  2.45s/it, acc=0.9, lr=0.001, test_acc=0.384]
Iter 0 | Epoch 39:  39%|███▉      | 39/100 [01:38<02:29,  2.45s/it, acc=0.899, lr=0.001, test_acc=0.241]
Iter 0 | Epoch 39:  40%|████      | 40/100 [01:38<02:27,  2.46s/it, acc=0.899, lr=0.001, test_acc=0.241]
Iter 0 | Epoch 40:  40%|████      | 40/100 [01:38<02:27,  2.46s/it, acc=0.899, lr=0.001, test_acc=0.241]
Iter 0 | Epoch 40:  40%|████      | 40/100 [01:41<02:27,  2.46s/it, acc=0.922, lr=0.001, test_acc=0.368]
Iter 0 | Epoch 40:  41%|████      | 41/100 [01:41<02:24,  2.45s/it, acc=0.922, lr=0.001, test_acc=0.368]
Iter 0 | Epoch 41:  41%|████      | 41/100 [01:41<02:24,  2.45s/it, acc=0.922, lr=0.001, test_acc=0.368]
Iter 0 | Epoch 41:  41%|████      | 41/100 [01:43<02:24,  2.45s/it, acc=0.928, lr=0.001, test_acc=0.273]
Iter 0 | Epoch 41:  42%|████▏     | 42/100 [01:43<02:22,  2.46s/it, acc=0.928, lr=0.001, test_acc=0.273]
Iter 0 | Epoch 42:  42%|████▏     | 42/100 [01:43<02:22,  2.46s/it, acc=0.928, lr=0.001, test_acc=0.273]
Iter 0 | Epoch 42:  42%|████▏     | 42/100 [01:46<02:22,  2.46s/it, acc=0.922, lr=0.001, test_acc=0.486]
Iter 0 | Epoch 42:  43%|████▎     | 43/100 [01:46<02:19,  2.45s/it, acc=0.922, lr=0.001, test_acc=0.486]
Iter 0 | Epoch 43:  43%|████▎     | 43/100 [01:46<02:19,  2.45s/it, acc=0.922, lr=0.001, test_acc=0.486]
Iter 0 | Epoch 43:  43%|████▎     | 43/100 [01:48<02:19,  2.45s/it, acc=0.931, lr=0.001, test_acc=0.226]
Iter 0 | Epoch 43:  44%|████▍     | 44/100 [01:48<02:17,  2.46s/it, acc=0.931, lr=0.001, test_acc=0.226]
Iter 0 | Epoch 44:  44%|████▍     | 44/100 [01:48<02:17,  2.46s/it, acc=0.931, lr=0.001, test_acc=0.226]
Iter 0 | Epoch 44:  44%|████▍     | 44/100 [01:51<02:17,  2.46s/it, acc=0.93, lr=0.001, test_acc=0.455] 
Iter 0 | Epoch 44:  45%|████▌     | 45/100 [01:51<02:14,  2.45s/it, acc=0.93, lr=0.001, test_acc=0.455]
Iter 0 | Epoch 45:  45%|████▌     | 45/100 [01:51<02:14,  2.45s/it, acc=0.93, lr=0.001, test_acc=0.455]
Iter 0 | Epoch 45:  45%|████▌     | 45/100 [01:53<02:14,  2.45s/it, acc=0.926, lr=0.001, test_acc=0.156]
Iter 0 | Epoch 45:  46%|████▌     | 46/100 [01:53<02:12,  2.46s/it, acc=0.926, lr=0.001, test_acc=0.156]
Iter 0 | Epoch 46:  46%|████▌     | 46/100 [01:53<02:12,  2.46s/it, acc=0.926, lr=0.001, test_acc=0.156]
Iter 0 | Epoch 46:  46%|████▌     | 46/100 [01:55<02:12,  2.46s/it, acc=0.932, lr=0.001, test_acc=0.452]
Iter 0 | Epoch 46:  47%|████▋     | 47/100 [01:55<02:10,  2.46s/it, acc=0.932, lr=0.001, test_acc=0.452]
Iter 0 | Epoch 47:  47%|████▋     | 47/100 [01:55<02:10,  2.46s/it, acc=0.932, lr=0.001, test_acc=0.452]
Iter 0 | Epoch 47:  47%|████▋     | 47/100 [01:58<02:10,  2.46s/it, acc=0.937, lr=0.001, test_acc=0.173]
Iter 0 | Epoch 47:  48%|████▊     | 48/100 [01:58<02:08,  2.47s/it, acc=0.937, lr=0.001, test_acc=0.173]
Iter 0 | Epoch 48:  48%|████▊     | 48/100 [01:58<02:08,  2.47s/it, acc=0.937, lr=0.001, test_acc=0.173]
Iter 0 | Epoch 48:  48%|████▊     | 48/100 [02:00<02:08,  2.47s/it, acc=0.945, lr=0.001, test_acc=0.308]
Iter 0 | Epoch 48:  49%|████▉     | 49/100 [02:00<02:05,  2.46s/it, acc=0.945, lr=0.001, test_acc=0.308]
Iter 0 | Epoch 49:  49%|████▉     | 49/100 [02:00<02:05,  2.46s/it, acc=0.945, lr=0.001, test_acc=0.308]
Iter 0 | Epoch 49:  49%|████▉     | 49/100 [02:03<02:05,  2.46s/it, acc=0.94, lr=0.001, test_acc=0.201] 
Iter 0 | Epoch 49:  50%|█████     | 50/100 [02:03<02:03,  2.47s/it, acc=0.94, lr=0.001, test_acc=0.201]
Iter 0 | Epoch 50:  50%|█████     | 50/100 [02:03<02:03,  2.47s/it, acc=0.94, lr=0.001, test_acc=0.201]
Iter 0 | Epoch 50:  50%|█████     | 50/100 [02:05<02:03,  2.47s/it, acc=0.945, lr=0.001, test_acc=0.443]
Iter 0 | Epoch 50:  51%|█████     | 51/100 [02:05<02:00,  2.46s/it, acc=0.945, lr=0.001, test_acc=0.443]
Iter 0 | Epoch 51:  51%|█████     | 51/100 [02:05<02:00,  2.46s/it, acc=0.945, lr=0.001, test_acc=0.443]
Iter 0 | Epoch 51:  51%|█████     | 51/100 [02:08<02:00,  2.46s/it, acc=0.947, lr=0.001, test_acc=0.104]
Iter 0 | Epoch 51:  52%|█████▏    | 52/100 [02:08<01:58,  2.47s/it, acc=0.947, lr=0.001, test_acc=0.104]
Iter 0 | Epoch 52:  52%|█████▏    | 52/100 [02:08<01:58,  2.47s/it, acc=0.947, lr=0.001, test_acc=0.104]
Iter 0 | Epoch 52:  52%|█████▏    | 52/100 [02:10<01:58,  2.47s/it, acc=0.948, lr=0.001, test_acc=0.289]
Iter 0 | Epoch 52:  53%|█████▎    | 53/100 [02:10<01:55,  2.46s/it, acc=0.948, lr=0.001, test_acc=0.289]
Iter 0 | Epoch 53:  53%|█████▎    | 53/100 [02:10<01:55,  2.46s/it, acc=0.948, lr=0.001, test_acc=0.289]
Iter 0 | Epoch 53:  53%|█████▎    | 53/100 [02:13<01:55,  2.46s/it, acc=0.949, lr=0.001, test_acc=0.359]
Iter 0 | Epoch 53:  54%|█████▍    | 54/100 [02:13<01:53,  2.47s/it, acc=0.949, lr=0.001, test_acc=0.359]
Iter 0 | Epoch 54:  54%|█████▍    | 54/100 [02:13<01:53,  2.47s/it, acc=0.949, lr=0.001, test_acc=0.359]
Iter 0 | Epoch 54:  54%|█████▍    | 54/100 [02:15<01:53,  2.47s/it, acc=0.953, lr=0.001, test_acc=0.361]
Iter 0 | Epoch 54:  55%|█████▌    | 55/100 [02:15<01:50,  2.46s/it, acc=0.953, lr=0.001, test_acc=0.361]
Iter 0 | Epoch 55:  55%|█████▌    | 55/100 [02:15<01:50,  2.46s/it, acc=0.953, lr=0.001, test_acc=0.361]
Iter 0 | Epoch 55:  55%|█████▌    | 55/100 [02:18<01:50,  2.46s/it, acc=0.943, lr=0.001, test_acc=0.248]
Iter 0 | Epoch 55:  56%|█████▌    | 56/100 [02:18<01:48,  2.47s/it, acc=0.943, lr=0.001, test_acc=0.248]
Iter 0 | Epoch 56:  56%|█████▌    | 56/100 [02:18<01:48,  2.47s/it, acc=0.943, lr=0.001, test_acc=0.248]
Iter 0 | Epoch 56:  56%|█████▌    | 56/100 [02:20<01:48,  2.47s/it, acc=0.955, lr=0.001, test_acc=0.377]
Iter 0 | Epoch 56:  57%|█████▋    | 57/100 [02:20<01:45,  2.45s/it, acc=0.955, lr=0.001, test_acc=0.377]
Iter 0 | Epoch 57:  57%|█████▋    | 57/100 [02:20<01:45,  2.45s/it, acc=0.955, lr=0.001, test_acc=0.377]
Iter 0 | Epoch 57:  57%|█████▋    | 57/100 [02:23<01:45,  2.45s/it, acc=0.951, lr=0.001, test_acc=0.318]
Iter 0 | Epoch 57:  58%|█████▊    | 58/100 [02:23<01:43,  2.46s/it, acc=0.951, lr=0.001, test_acc=0.318]
Iter 0 | Epoch 58:  58%|█████▊    | 58/100 [02:23<01:43,  2.46s/it, acc=0.951, lr=0.001, test_acc=0.318]
Iter 0 | Epoch 58:  58%|█████▊    | 58/100 [02:25<01:43,  2.46s/it, acc=0.957, lr=0.001, test_acc=0.372]
Iter 0 | Epoch 58:  59%|█████▉    | 59/100 [02:25<01:40,  2.45s/it, acc=0.957, lr=0.001, test_acc=0.372]
Iter 0 | Epoch 59:  59%|█████▉    | 59/100 [02:25<01:40,  2.45s/it, acc=0.957, lr=0.001, test_acc=0.372]
Iter 0 | Epoch 59:  59%|█████▉    | 59/100 [02:27<01:40,  2.45s/it, acc=0.964, lr=0.001, test_acc=0.473]
Iter 0 | Epoch 59:  60%|██████    | 60/100 [02:27<01:38,  2.46s/it, acc=0.964, lr=0.001, test_acc=0.473]
Iter 0 | Epoch 60:  60%|██████    | 60/100 [02:27<01:38,  2.46s/it, acc=0.964, lr=0.001, test_acc=0.473]
Iter 0 | Epoch 60:  60%|██████    | 60/100 [02:30<01:38,  2.46s/it, acc=0.958, lr=0.001, test_acc=0.233]
Iter 0 | Epoch 60:  61%|██████    | 61/100 [02:30<01:35,  2.45s/it, acc=0.958, lr=0.001, test_acc=0.233]
Iter 0 | Epoch 61:  61%|██████    | 61/100 [02:30<01:35,  2.45s/it, acc=0.958, lr=0.001, test_acc=0.233]
Iter 0 | Epoch 61:  61%|██████    | 61/100 [02:32<01:35,  2.45s/it, acc=0.948, lr=0.001, test_acc=0.335]
Iter 0 | Epoch 61:  62%|██████▏   | 62/100 [02:32<01:33,  2.46s/it, acc=0.948, lr=0.001, test_acc=0.335]
Iter 0 | Epoch 62:  62%|██████▏   | 62/100 [02:32<01:33,  2.46s/it, acc=0.948, lr=0.001, test_acc=0.335]
Iter 0 | Epoch 62:  62%|██████▏   | 62/100 [02:35<01:33,  2.46s/it, acc=0.955, lr=0.001, test_acc=0.355]
Iter 0 | Epoch 62:  63%|██████▎   | 63/100 [02:35<01:30,  2.45s/it, acc=0.955, lr=0.001, test_acc=0.355]
Iter 0 | Epoch 63:  63%|██████▎   | 63/100 [02:35<01:30,  2.45s/it, acc=0.955, lr=0.001, test_acc=0.355]
Iter 0 | Epoch 63:  63%|██████▎   | 63/100 [02:37<01:30,  2.45s/it, acc=0.957, lr=0.001, test_acc=0.329]
Iter 0 | Epoch 63:  64%|██████▍   | 64/100 [02:37<01:28,  2.46s/it, acc=0.957, lr=0.001, test_acc=0.329]
Iter 0 | Epoch 64:  64%|██████▍   | 64/100 [02:37<01:28,  2.46s/it, acc=0.957, lr=0.001, test_acc=0.329]
Iter 0 | Epoch 64:  64%|██████▍   | 64/100 [02:40<01:28,  2.46s/it, acc=0.97, lr=0.001, test_acc=0.349] 
Iter 0 | Epoch 64:  65%|██████▌   | 65/100 [02:40<01:25,  2.45s/it, acc=0.97, lr=0.001, test_acc=0.349]
Iter 0 | Epoch 65:  65%|██████▌   | 65/100 [02:40<01:25,  2.45s/it, acc=0.97, lr=0.001, test_acc=0.349]
Iter 0 | Epoch 65:  65%|██████▌   | 65/100 [02:42<01:25,  2.45s/it, acc=0.953, lr=0.001, test_acc=0.214]
Iter 0 | Epoch 65:  66%|██████▌   | 66/100 [02:42<01:23,  2.46s/it, acc=0.953, lr=0.001, test_acc=0.214]
Iter 0 | Epoch 66:  66%|██████▌   | 66/100 [02:42<01:23,  2.46s/it, acc=0.953, lr=0.001, test_acc=0.214]
Iter 0 | Epoch 66:  66%|██████▌   | 66/100 [02:45<01:23,  2.46s/it, acc=0.964, lr=0.001, test_acc=0.332]
Iter 0 | Epoch 66:  67%|██████▋   | 67/100 [02:45<01:20,  2.45s/it, acc=0.964, lr=0.001, test_acc=0.332]
Iter 0 | Epoch 67:  67%|██████▋   | 67/100 [02:45<01:20,  2.45s/it, acc=0.964, lr=0.001, test_acc=0.332]
Iter 0 | Epoch 67:  67%|██████▋   | 67/100 [02:47<01:20,  2.45s/it, acc=0.962, lr=0.001, test_acc=0.21] 
Iter 0 | Epoch 67:  68%|██████▊   | 68/100 [02:47<01:18,  2.46s/it, acc=0.962, lr=0.001, test_acc=0.21]
Iter 0 | Epoch 68:  68%|██████▊   | 68/100 [02:47<01:18,  2.46s/it, acc=0.962, lr=0.001, test_acc=0.21]
Iter 0 | Epoch 68:  68%|██████▊   | 68/100 [02:50<01:18,  2.46s/it, acc=0.967, lr=0.001, test_acc=0.413]
Iter 0 | Epoch 68:  69%|██████▉   | 69/100 [02:50<01:15,  2.45s/it, acc=0.967, lr=0.001, test_acc=0.413]
Iter 0 | Epoch 69:  69%|██████▉   | 69/100 [02:50<01:15,  2.45s/it, acc=0.967, lr=0.001, test_acc=0.413]
Iter 0 | Epoch 69:  69%|██████▉   | 69/100 [02:52<01:15,  2.45s/it, acc=0.965, lr=0.001, test_acc=0.193]
Iter 0 | Epoch 69:  70%|███████   | 70/100 [02:52<01:13,  2.46s/it, acc=0.965, lr=0.001, test_acc=0.193]
Iter 0 | Epoch 70:  70%|███████   | 70/100 [02:52<01:13,  2.46s/it, acc=0.965, lr=0.001, test_acc=0.193]
Iter 0 | Epoch 70:  70%|███████   | 70/100 [02:54<01:13,  2.46s/it, acc=0.967, lr=0.001, test_acc=0.459]
Iter 0 | Epoch 70:  71%|███████   | 71/100 [02:54<01:11,  2.45s/it, acc=0.967, lr=0.001, test_acc=0.459]
Iter 0 | Epoch 71:  71%|███████   | 71/100 [02:54<01:11,  2.45s/it, acc=0.967, lr=0.001, test_acc=0.459]
Iter 0 | Epoch 71:  71%|███████   | 71/100 [02:57<01:11,  2.45s/it, acc=0.966, lr=0.001, test_acc=0.353]
Iter 0 | Epoch 71:  72%|███████▏  | 72/100 [02:57<01:08,  2.46s/it, acc=0.966, lr=0.001, test_acc=0.353]
Iter 0 | Epoch 72:  72%|███████▏  | 72/100 [02:57<01:08,  2.46s/it, acc=0.966, lr=0.001, test_acc=0.353]
Iter 0 | Epoch 72:  72%|███████▏  | 72/100 [02:59<01:08,  2.46s/it, acc=0.97, lr=0.001, test_acc=0.44]  
Iter 0 | Epoch 72:  73%|███████▎  | 73/100 [02:59<01:06,  2.45s/it, acc=0.97, lr=0.001, test_acc=0.44]
Iter 0 | Epoch 73:  73%|███████▎  | 73/100 [02:59<01:06,  2.45s/it, acc=0.97, lr=0.001, test_acc=0.44]
Iter 0 | Epoch 73:  73%|███████▎  | 73/100 [03:02<01:06,  2.45s/it, acc=0.965, lr=0.001, test_acc=0.272]
Iter 0 | Epoch 73:  74%|███████▍  | 74/100 [03:02<01:03,  2.46s/it, acc=0.965, lr=0.001, test_acc=0.272]
Iter 0 | Epoch 74:  74%|███████▍  | 74/100 [03:02<01:03,  2.46s/it, acc=0.965, lr=0.001, test_acc=0.272]
Iter 0 | Epoch 74:  74%|███████▍  | 74/100 [03:04<01:03,  2.46s/it, acc=0.969, lr=0.001, test_acc=0.353]
Iter 0 | Epoch 74:  75%|███████▌  | 75/100 [03:04<01:01,  2.45s/it, acc=0.969, lr=0.001, test_acc=0.353]
Iter 0 | Epoch 75:  75%|███████▌  | 75/100 [03:04<01:01,  2.45s/it, acc=0.969, lr=0.001, test_acc=0.353]
Iter 0 | Epoch 75:  75%|███████▌  | 75/100 [03:07<01:01,  2.45s/it, acc=0.969, lr=0.001, test_acc=0.343]
Iter 0 | Epoch 75:  76%|███████▌  | 76/100 [03:07<00:59,  2.46s/it, acc=0.969, lr=0.001, test_acc=0.343]
Iter 0 | Epoch 76:  76%|███████▌  | 76/100 [03:07<00:59,  2.46s/it, acc=0.969, lr=0.001, test_acc=0.343]
Iter 0 | Epoch 76:  76%|███████▌  | 76/100 [03:09<00:59,  2.46s/it, acc=0.971, lr=0.001, test_acc=0.286]
Iter 0 | Epoch 76:  77%|███████▋  | 77/100 [03:09<00:56,  2.45s/it, acc=0.971, lr=0.001, test_acc=0.286]
Iter 0 | Epoch 77:  77%|███████▋  | 77/100 [03:09<00:56,  2.45s/it, acc=0.971, lr=0.001, test_acc=0.286]
Iter 0 | Epoch 77:  77%|███████▋  | 77/100 [03:12<00:56,  2.45s/it, acc=0.976, lr=0.001, test_acc=0.295]
Iter 0 | Epoch 77:  78%|███████▊  | 78/100 [03:12<00:54,  2.46s/it, acc=0.976, lr=0.001, test_acc=0.295]
Iter 0 | Epoch 78:  78%|███████▊  | 78/100 [03:12<00:54,  2.46s/it, acc=0.976, lr=0.001, test_acc=0.295]
Iter 0 | Epoch 78:  78%|███████▊  | 78/100 [03:14<00:54,  2.46s/it, acc=0.971, lr=0.001, test_acc=0.471]
Iter 0 | Epoch 78:  79%|███████▉  | 79/100 [03:14<00:51,  2.46s/it, acc=0.971, lr=0.001, test_acc=0.471]
Iter 0 | Epoch 79:  79%|███████▉  | 79/100 [03:14<00:51,  2.46s/it, acc=0.971, lr=0.001, test_acc=0.471]
Iter 0 | Epoch 79:  79%|███████▉  | 79/100 [03:17<00:51,  2.46s/it, acc=0.969, lr=0.001, test_acc=0.215]
Iter 0 | Epoch 79:  80%|████████  | 80/100 [03:17<00:49,  2.47s/it, acc=0.969, lr=0.001, test_acc=0.215]
Iter 0 | Epoch 80:  80%|████████  | 80/100 [03:17<00:49,  2.47s/it, acc=0.969, lr=0.001, test_acc=0.215]
Iter 0 | Epoch 80:  80%|████████  | 80/100 [03:19<00:49,  2.47s/it, acc=0.969, lr=0.001, test_acc=0.476]
Iter 0 | Epoch 80:  81%|████████  | 81/100 [03:19<00:46,  2.46s/it, acc=0.969, lr=0.001, test_acc=0.476]
Iter 0 | Epoch 81:  81%|████████  | 81/100 [03:19<00:46,  2.46s/it, acc=0.969, lr=0.001, test_acc=0.476]
Iter 0 | Epoch 81:  81%|████████  | 81/100 [03:22<00:46,  2.46s/it, acc=0.973, lr=0.001, test_acc=0.246]
Iter 0 | Epoch 81:  82%|████████▏ | 82/100 [03:22<00:44,  2.46s/it, acc=0.973, lr=0.001, test_acc=0.246]
Iter 0 | Epoch 82:  82%|████████▏ | 82/100 [03:22<00:44,  2.46s/it, acc=0.973, lr=0.001, test_acc=0.246]
Iter 0 | Epoch 82:  82%|████████▏ | 82/100 [03:24<00:44,  2.46s/it, acc=0.972, lr=0.001, test_acc=0.381]
Iter 0 | Epoch 82:  83%|████████▎ | 83/100 [03:24<00:41,  2.46s/it, acc=0.972, lr=0.001, test_acc=0.381]
Iter 0 | Epoch 83:  83%|████████▎ | 83/100 [03:24<00:41,  2.46s/it, acc=0.972, lr=0.001, test_acc=0.381]
Iter 0 | Epoch 83:  83%|████████▎ | 83/100 [03:26<00:41,  2.46s/it, acc=0.97, lr=0.001, test_acc=0.255] 
Iter 0 | Epoch 83:  84%|████████▍ | 84/100 [03:26<00:39,  2.47s/it, acc=0.97, lr=0.001, test_acc=0.255]
Iter 0 | Epoch 84:  84%|████████▍ | 84/100 [03:26<00:39,  2.47s/it, acc=0.97, lr=0.001, test_acc=0.255]
Iter 0 | Epoch 84:  84%|████████▍ | 84/100 [03:29<00:39,  2.47s/it, acc=0.978, lr=0.001, test_acc=0.396]
Iter 0 | Epoch 84:  85%|████████▌ | 85/100 [03:29<00:36,  2.45s/it, acc=0.978, lr=0.001, test_acc=0.396]
Iter 0 | Epoch 85:  85%|████████▌ | 85/100 [03:29<00:36,  2.45s/it, acc=0.978, lr=0.001, test_acc=0.396]
Iter 0 | Epoch 85:  85%|████████▌ | 85/100 [03:31<00:36,  2.45s/it, acc=0.977, lr=0.001, test_acc=0.269]
Iter 0 | Epoch 85:  86%|████████▌ | 86/100 [03:31<00:34,  2.46s/it, acc=0.977, lr=0.001, test_acc=0.269]
Iter 0 | Epoch 86:  86%|████████▌ | 86/100 [03:31<00:34,  2.46s/it, acc=0.977, lr=0.001, test_acc=0.269]
Iter 0 | Epoch 86:  86%|████████▌ | 86/100 [03:34<00:34,  2.46s/it, acc=0.979, lr=0.001, test_acc=0.457]
Iter 0 | Epoch 86:  87%|████████▋ | 87/100 [03:34<00:31,  2.45s/it, acc=0.979, lr=0.001, test_acc=0.457]
Iter 0 | Epoch 87:  87%|████████▋ | 87/100 [03:34<00:31,  2.45s/it, acc=0.979, lr=0.001, test_acc=0.457]
Iter 0 | Epoch 87:  87%|████████▋ | 87/100 [03:36<00:31,  2.45s/it, acc=0.974, lr=0.001, test_acc=0.101]
Iter 0 | Epoch 87:  88%|████████▊ | 88/100 [03:36<00:29,  2.46s/it, acc=0.974, lr=0.001, test_acc=0.101]
Iter 0 | Epoch 88:  88%|████████▊ | 88/100 [03:36<00:29,  2.46s/it, acc=0.974, lr=0.001, test_acc=0.101]
Iter 0 | Epoch 88:  88%|████████▊ | 88/100 [03:39<00:29,  2.46s/it, acc=0.975, lr=0.001, test_acc=0.376]
Iter 0 | Epoch 88:  89%|████████▉ | 89/100 [03:39<00:27,  2.46s/it, acc=0.975, lr=0.001, test_acc=0.376]
Iter 0 | Epoch 89:  89%|████████▉ | 89/100 [03:39<00:27,  2.46s/it, acc=0.975, lr=0.001, test_acc=0.376]
Iter 0 | Epoch 89:  89%|████████▉ | 89/100 [03:41<00:27,  2.46s/it, acc=0.973, lr=0.001, test_acc=0.163]
Iter 0 | Epoch 89:  90%|█████████ | 90/100 [03:41<00:24,  2.47s/it, acc=0.973, lr=0.001, test_acc=0.163]
Iter 0 | Epoch 90:  90%|█████████ | 90/100 [03:41<00:24,  2.47s/it, acc=0.973, lr=0.001, test_acc=0.163]
Iter 0 | Epoch 90:  90%|█████████ | 90/100 [03:44<00:24,  2.47s/it, acc=0.972, lr=0.001, test_acc=0.354]
Iter 0 | Epoch 90:  91%|█████████ | 91/100 [03:44<00:22,  2.46s/it, acc=0.972, lr=0.001, test_acc=0.354]
Iter 0 | Epoch 91:  91%|█████████ | 91/100 [03:44<00:22,  2.46s/it, acc=0.972, lr=0.001, test_acc=0.354]
Iter 0 | Epoch 91:  91%|█████████ | 91/100 [03:46<00:22,  2.46s/it, acc=0.971, lr=0.001, test_acc=0.158]
Iter 0 | Epoch 91:  92%|█████████▏| 92/100 [03:46<00:19,  2.47s/it, acc=0.971, lr=0.001, test_acc=0.158]
Iter 0 | Epoch 92:  92%|█████████▏| 92/100 [03:46<00:19,  2.47s/it, acc=0.971, lr=0.001, test_acc=0.158]
Iter 0 | Epoch 92:  92%|█████████▏| 92/100 [03:49<00:19,  2.47s/it, acc=0.972, lr=0.001, test_acc=0.434]
Iter 0 | Epoch 92:  93%|█████████▎| 93/100 [03:49<00:17,  2.46s/it, acc=0.972, lr=0.001, test_acc=0.434]
Iter 0 | Epoch 93:  93%|█████████▎| 93/100 [03:49<00:17,  2.46s/it, acc=0.972, lr=0.001, test_acc=0.434]
Iter 0 | Epoch 93:  93%|█████████▎| 93/100 [03:51<00:17,  2.46s/it, acc=0.977, lr=0.001, test_acc=0.208]
Iter 0 | Epoch 93:  94%|█████████▍| 94/100 [03:51<00:14,  2.47s/it, acc=0.977, lr=0.001, test_acc=0.208]
Iter 0 | Epoch 94:  94%|█████████▍| 94/100 [03:51<00:14,  2.47s/it, acc=0.977, lr=0.001, test_acc=0.208]
Iter 0 | Epoch 94:  94%|█████████▍| 94/100 [03:54<00:14,  2.47s/it, acc=0.98, lr=0.001, test_acc=0.465] 
Iter 0 | Epoch 94:  95%|█████████▌| 95/100 [03:54<00:12,  2.46s/it, acc=0.98, lr=0.001, test_acc=0.465]
Iter 0 | Epoch 95:  95%|█████████▌| 95/100 [03:54<00:12,  2.46s/it, acc=0.98, lr=0.001, test_acc=0.465]
Iter 0 | Epoch 95:  95%|█████████▌| 95/100 [03:56<00:12,  2.46s/it, acc=0.977, lr=0.001, test_acc=0.1] 
Iter 0 | Epoch 95:  96%|█████████▌| 96/100 [03:56<00:09,  2.47s/it, acc=0.977, lr=0.001, test_acc=0.1]
Iter 0 | Epoch 96:  96%|█████████▌| 96/100 [03:56<00:09,  2.47s/it, acc=0.977, lr=0.001, test_acc=0.1]
Iter 0 | Epoch 96:  96%|█████████▌| 96/100 [03:58<00:09,  2.47s/it, acc=0.978, lr=0.001, test_acc=0.402]
Iter 0 | Epoch 96:  97%|█████████▋| 97/100 [03:58<00:07,  2.46s/it, acc=0.978, lr=0.001, test_acc=0.402]
Iter 0 | Epoch 97:  97%|█████████▋| 97/100 [03:58<00:07,  2.46s/it, acc=0.978, lr=0.001, test_acc=0.402]
Iter 0 | Epoch 97:  97%|█████████▋| 97/100 [04:01<00:07,  2.46s/it, acc=0.975, lr=0.001, test_acc=0.405]
Iter 0 | Epoch 97:  98%|█████████▊| 98/100 [04:01<00:04,  2.47s/it, acc=0.975, lr=0.001, test_acc=0.405]
Iter 0 | Epoch 98:  98%|█████████▊| 98/100 [04:01<00:04,  2.47s/it, acc=0.975, lr=0.001, test_acc=0.405]
Iter 0 | Epoch 98:  98%|█████████▊| 98/100 [04:03<00:04,  2.47s/it, acc=0.979, lr=0.001, test_acc=0.501]
Iter 0 | Epoch 98:  99%|█████████▉| 99/100 [04:03<00:02,  2.46s/it, acc=0.979, lr=0.001, test_acc=0.501]
Iter 0 | Epoch 99:  99%|█████████▉| 99/100 [04:03<00:02,  2.46s/it, acc=0.979, lr=0.001, test_acc=0.501]
Iter 0 | Epoch 99:  99%|█████████▉| 99/100 [04:06<00:02,  2.46s/it, acc=0.977, lr=0.001, test_acc=0.122]
Iter 0 | Epoch 99: 100%|██████████| 100/100 [04:06<00:00,  2.47s/it, acc=0.977, lr=0.001, test_acc=0.122]
Iter 0 | Epoch 99: 100%|██████████| 100/100 [04:06<00:00,  2.46s/it, acc=0.977, lr=0.001, test_acc=0.122]

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 1 | Epoch 0:   0%|          | 0/100 [00:00<?, ?it/s]
Iter 1 | Epoch 0:   0%|          | 0/100 [00:03<?, ?it/s, acc=0.806, lr=0.0001, test_acc=0.183]
Iter 1 | Epoch 0:   1%|          | 1/100 [00:03<05:49,  3.53s/it, acc=0.806, lr=0.0001, test_acc=0.183]
Iter 1 | Epoch 1:   1%|          | 1/100 [00:03<05:49,  3.53s/it, acc=0.806, lr=0.0001, test_acc=0.183]
Iter 1 | Epoch 1:   1%|          | 1/100 [00:07<05:49,  3.53s/it, acc=0.813, lr=0.0002, test_acc=0.144]
